"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1008454,4,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",50,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1007474,5,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",78,"47%","51%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","47%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1005214,4,"30-59 yrs","Female","Higher","Liberal Party (C)","Against EU Membership",73,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1007370,2,"18-29 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1005047,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",43,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1005227,5,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",124,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1005733,6,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",61,"35%","blank","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","35%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001205,3,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",120,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007565,2,"18-29 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",18,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1005972,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",51,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1002671,7,"60 yrs and above","Male","Lower or intermediate","Agrarian Party (C)","Against EU Membership",6,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1002746,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","For EU Membership",7,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1002080,3,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",62,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",0
1009300,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1007345,4,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000376,1,"18-29 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",12,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1005562,4,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",87,"53%","55%","ja-siden","La oss si at 53% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","53%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000691,2,"18-29 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1001550,4,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",24,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1009500,6,"60 yrs and above","Female","Higher","Conservative Party (CR)","For EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1001809,5,"60 yrs and above","Female","Higher","Red Party (FL)","Against EU Membership",133,"35%","55%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","35%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1002434,6,"60 yrs and above","Male","Higher","Agrarian Party (C)","Against EU Membership",121,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1006791,5,"60 yrs and above","Female","Higher","Labour Party (CL)","For EU Membership",73,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1003106,5,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",38,"47%","55%","den vinnende siden","La oss si at 47% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","47%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1007290,3,"30-59 yrs","Female","Higher",NA,"Don't know",65,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1002882,1,"18-29 yrs","Female","Lower or intermediate","Socialist Left (L)","Against EU Membership",141,"35%","70%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","35%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1000137,4,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",119,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1006818,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",135,"53%","55%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","53%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1007866,2,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",12,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1002822,6,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1001724,4,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",84,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1006834,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1008726,5,"60 yrs and above","Female","Higher","Conservative Party (CR)","Don't know",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1001163,2,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",39,"53%","55%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","53%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1009571,3,"30-59 yrs","Female","Higher","Liberal Party (C)","For EU Membership",25,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1002838,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",91,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%",NA,"Not shown","Not shown","Shown
size of majority",1
1002832,6,"60 yrs and above","Male",NA,"Conservative Party (CR)","Don't know",50,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1008944,2,"18-29 yrs","Female","Higher","Labour Party (CL)","Don't know",134,"47%","55%","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","47%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1006989,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",94,"47%","70%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 70% av stemmene.","For EU Membership won","47%","70%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",1
1005736,5,"60 yrs and above","Female","Higher","Labour Party (CL)","Don't know",56,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",1
1008770,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",110,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1000321,5,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",122,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1007501,5,"60 yrs and above","Male","Higher","Green Party (C)","Against EU Membership",17,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1001681,5,"60 yrs and above","Female","Higher","Conservative Party (CR)","Against EU Membership",118,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001730,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",72,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1004085,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","Against EU Membership",41,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1008096,6,"60 yrs and above","Male","Higher","Agrarian Party (C)","Against EU Membership",23,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1001325,3,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",32,"85%","51%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","85%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1001996,4,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",1,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1002175,3,"30-59 yrs","Male","Higher","Labour Party (CL)","Don't know",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1008928,7,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",121,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1003800,1,"18-29 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",132,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1010353,7,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",6,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1001072,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",65,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002410,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",17,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1003061,2,"18-29 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",112,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009516,2,"18-29 yrs","Male","Higher","Conservative Party (CR)","Don't know",100,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1000404,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",122,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%",NA,"Not shown","Not shown","Shown
size of majority",1
1007928,6,"60 yrs and above","Male","Higher","Agrarian Party (C)","Against EU Membership",89,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1007819,3,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1010020,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","Don't know",58,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1003272,6,"60 yrs and above","Male",NA,"Labour Party (CL)","Against EU Membership",92,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1002213,7,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",11,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1003389,2,"18-29 yrs","Female","Higher","Liberal Party (C)","Against EU Membership",121,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1007930,2,"18-29 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",111,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002655,4,"30-59 yrs","Female",NA,"Red Party (FL)","Against EU Membership",140,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1007681,4,"30-59 yrs","Male","Higher","Liberal Party (C)","For EU Membership",19,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1001274,5,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",136,"85%","55%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 55% av stemmene.","Against EU Membership won","85%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1007870,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",24,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1006303,5,"60 yrs and above","Female","Higher","Christian Democracts (C)","Against EU Membership",16,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1006567,5,"60 yrs and above","Female","Higher","Conservative Party (CR)","Don't know",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1002923,4,"30-59 yrs","Female","Higher","Red Party (FL)","Against EU Membership",108,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1005917,4,"30-59 yrs","Male","Higher","Labour Party (CL)","Against EU Membership",101,"35%","blank","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","35%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1002503,6,"60 yrs and above","Male","Lower or intermediate","Conservative Party (CR)","Don't know",97,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown",NA,"Not shown","Not shown","Not shown",1
1007137,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Don't know",8,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1008921,1,"18-29 yrs","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",127,"53%","51%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","53%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1005933,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",12,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",0
1009166,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",99,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1007918,6,"60 yrs and above","Female","Higher","Conservative Party (CR)","Against EU Membership",2,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1003033,6,"60 yrs and above","Male","Lower or intermediate","Liberal Party (C)","For EU Membership",143,"53%","70%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","53%","70%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1009797,5,"60 yrs and above","Male","Higher","Labour Party (CL)","Don't know",123,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%",NA,"Not shown","Not shown","Shown
size of majority",0
1001204,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",91,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1002905,4,"30-59 yrs","Male","Higher","Agrarian Party (C)","Against EU Membership",21,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1007149,3,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",65,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1006408,2,"30-59 yrs","Male","Higher","Progress Party (FR)","Against EU Membership",127,"53%","51%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","53%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1004584,1,"18-29 yrs","Male",NA,"Labour Party (CL)","Against EU Membership",122,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1005980,5,"30-59 yrs","Male","Higher","Progress Party (FR)","For EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1002023,3,"30-59 yrs","Female","Higher","Conservative Party (CR)","For EU Membership",26,"blank","51%","den vinnende siden","La oss si at den vinnende siden fikk 51% av stemmene.","Not shown","Not shown","51%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1005815,3,"30-59 yrs","Male","Higher","Agrarian Party (C)","Against EU Membership",70,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",0
1003675,1,"18-29 yrs","Female","Lower or intermediate","Green Party (C)","Against EU Membership",74,"blank","51%","ja-siden","La oss si at ja-siden fikk 51% av stemmene.","For EU Membership won","Not shown","51%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1001735,5,"60 yrs and above","Female","Higher","Agrarian Party (C)","Against EU Membership",3,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1007531,2,"30-59 yrs","Female","Higher","Green Party (C)","Against EU Membership",83,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1000653,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1007943,2,"18-29 yrs","Male","Higher","Conservative Party (CR)","Against EU Membership",115,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1008645,2,"30-59 yrs","Male","Higher","Liberal Party (C)","For EU Membership",115,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1002587,7,"60 yrs and above","Male","Lower or intermediate","Green Party (C)","Against EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1001118,5,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1010018,5,"60 yrs and above","Female","Higher","Christian Democracts (C)","Don't know",129,"blank","55%","nei-siden","La oss si at nei-siden fikk 55% av stemmene.","Against EU Membership won","Not shown","55%",NA,"Not shown","Not shown","Shown
size of majority",1
1004808,5,"60 yrs and above","Female","Higher","Agrarian Party (C)","Against EU Membership",6,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1001373,5,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1000643,3,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)",NA,19,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",0
1002297,6,"60 yrs and above","Female","Lower or intermediate","Agrarian Party (C)","Against EU Membership",81,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1000726,5,"60 yrs and above","Female","Higher","Labour Party (CL)","Against EU Membership",118,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001119,7,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",18,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1010612,3,"30-59 yrs","Male","Higher","Conservative Party (CR)","Don't know",53,"35%","blank","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","35%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",1
1005779,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",83,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001952,4,"30-59 yrs","Male","Higher","Red Party (FL)","Against EU Membership",39,"53%","55%","den vinnende siden","La oss si at 53% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","53%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1000082,3,"30-59 yrs","Female","Higher",NA,"For EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1007694,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",83,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",0
1000426,3,"30-59 yrs","Female","Higher","Socialist Left (L)","For EU Membership",125,"35%","51%","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","35%","51%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",0
1010464,5,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",2,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
